GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
475,5290NIG,69547,04/12/2013,2013,1,Battle-No change of territory,Unidentified Communal Militia (Nigeria),,4,Unidentified Communal Militia (Nigeria),,4,44,Nigeria,Adamawa,Song,,Song,9.82444,12.62500,1,Daily Trust (Abuja),"Five are feared dead while hundreds have been displaced, with over 100 houses destroyed, in clashes between farmers and herdsmen (neither identified) in Mboi village in Song Local Government Area of Adamawa State.",5
475,5291NIG,69548,05/12/2013,2013,1,Strategic development,Unidentified Armed Group (Nigeria),,3,,,0,30,Nigeria,Ogun,Ado-Odo/Ota,,Ado Odo,6.60000,2.93333,2,Vanguard (Lagos),For the second time in several month arsonists set fire the palace of a traditional monarch. No reported injuries.,0
475,5292NIG,69549,05/12/2013,2013,2,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Katsina,Baure,,Garke,12.83756,8.79950,1,Leadership (Abuja),"Traders in Garki market under the auspices of Garki Model Market Association (GAMMA), held a peaceful protest over what they described as undue extortion and illegal imposition of timed-parking near their businesses.",0
475,5293NIG,69550,08/12/2013,2013,1,Violence against civilians,Boko Haram - Jama’atu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Nigeria,Borno,Gwoza,,Gwoza,11.10359,13.71298,1,Xinhua News,"Five people were killed on when the gunmen, suspected to be members of the Boko Haram sect, ambushed road users along Gwoza- Firgi Ngurosoya federal highway in the northern state. The reason for the attack was unknown. It is believed the attack was in coordination with an attack along road near Limanti.",5
475,5294NIG,69551,09/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,Daily Trust (Abuja),Federal government workers walk off their jobs and begin street protest to demand an increase in salary for the removal of the FCT Minister.,0
475,5295NIG,69552,09/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,Daily Trust (Abuja),"Protesters entered the premises of the Federal Ministry of Industry, Trade and Investment to register their grievances against what they described as illegal activities of officials at the Lagos International Trade Fair Complex.",0
475,5296NIG,69553,09/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ondo,Akure South,,Akure,7.25256,5.19312,1,This Day (Lagos),Traders in Akure protest the prolonged forced closure of their businesses during an area mourning period for the recently deceased Deji of Akure.,0
475,5297NIG,69554,09/12/2013,2013,1,Violence against civilians,Boko Haram - Jama’atu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Nigeria,Borno,Jere,,Limanti,11.87100,13.40171,2,Daily Trust (Abuja),Gunmen suspected to be Boko Haram members abducted four drivers along the Maiduguri-Damboa-Biu road and set ablaze two trucks and a Toyota hilux vehicle. The reason for the attack and abduction is not known.,0
475,5298NIG,69555,10/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Kebbi,BirninKe,,Birnin Kebbi,12.45389,4.19750,1,Daily Trust (Abuja),A group of retired teachers protest against the non-payment of pensions.,0
475,5299NIG,69556,10/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Enugu,Igbo Eze North,,Enugu-Ezike,6.98250,7.45700,1,This Day (Lagos),A group of 100 women protest a recent spike in ritualistic killings in their area.,0
475,5300NIG,69557,10/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),PENGASSAN: Petroleum and Natural Gas Senior Staff Association of Nigeria,6,,,0,60,Nigeria,Rivers,Eleme,,Ogali,4.78604,7.12689,2,Vanguard (Lagos),PENGASSAN oil workers in Eleme protest a Federal Government plan to sell four government managed refineries. The group threatened nation wide strike if the sale was made.,0
475,5301NIG,69558,10/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Rivers,Tai,,Ogoni,4.73392,7.23004,1,Premium Times (Abuja),"Oil refinery protesters blocked many routes leading to major oil facilities in the area, demanding the effected companies implement environmental practices recommended by the United Nations Environmental Programme.",0
475,5302NIG,69559,10/12/2013,2013,1,Battle-No change of territory,Police Forces of Nigeria (1999-2015),,1,Unidentified Armed Group (Nigeria),,3,13,Nigeria,Abia,Aba South,,Aba,5.10658,7.36667,1,Daily Trust (Abuja),Two police officers are killed on the Aba-Umuahia section of the Enugu-Port Harcourt highway in Abia by unidentified gunmen.,2
475,5303NIG,69560,11/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),PENGASSAN: Petroleum and Natural Gas Senior Staff Association of Nigeria,6,,,0,60,Nigeria,Kaduna,Kaduna North,,Kaduna,10.52224,7.43828,2,Daily Trust (Abuja),"Employees of a state-owned oil refinery, organised under the umbrella group PENGASSAN, protest a proposed plan to sell to a private firm. The protest was led by the plants associated labour union.",0
475,5304NIG,69561,11/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ogun,Ado-Odo/Ota,,Sanngo-Ota,6.70530,3.23981,1,Vanguard (Lagos),A group of residents and traders in Sango Ota area of Ogun protest the planned demolition of their structures by the state government. The authorities plan to make way for a new road expansion.,0
475,5305NIG,69562,11/12/2013,2013,2,Battle-No change of territory,Unidentified Communal Militia (Nigeria),,4,Unidentified Communal Militia (Nigeria),,4,44,Nigeria,Cross River,Obubra,,Obubra,6.07525,8.32904,2,The Sun (Nigeria),Three persons have been reportedly killed and 18 houses burnt in an ongoing struggle between two royal families (clan not known) over control of an area.,3
475,5306NIG,69563,11/12/2013,2013,1,Violence against civilians,Boko Haram - Jama’atu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Nigeria,Borno,Guzamala,,Bulabulin,12.66106,13.27945,1,Leadership (Abuja),Suspected Boko Haram attacked a passenger bus travelling along the Maiduguri-Damboa highway. Nine reported deaths. The motive for the attack is not known.,9
475,5307NIG,69564,11/12/2013,2013,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Plateau,Barkin Ladi,,Barkin Ladi,9.53333,8.90000,1,Leadership (Abuja),Four are killed during an attack at Tixkan Village in Kurra Falls Gashish District of Barkin Ladi local government area of Plateau State. The perpetrators are not known.,4
475,5308NIG,69565,12/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),PENGASSAN: Petroleum and Natural Gas Senior Staff Association of Nigeria,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,This Day (Lagos),PENGASSAN oil refinery protesters gather in Abuja to demonstrate against the proposed sale of several state owned oil refineries to private organizations.,0
475,5309NIG,69566,12/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ogun,Ado-Odo/Ota,,Sanngo-Ota,6.70530,3.23981,1,Vanguard (Lagos),"A day following a protest by traders and other residents of Sango decrying the planned demolition of their structures by the state government, a second group gathers and stages a counter-protest.",0
475,5310NIG,69567,12/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),APC: All Progressives Congress,6,Police Forces of Nigeria (1999-2015),,1,16,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,Vanguard (Lagos),"Policemen barricaded the two ends of Moscow Road leading to the state House of Assembly, thus preventing the pro-Governor Chibuike Amaechi lawmakers from reconvening the House. Police forces also implemented tear gas on the crowd. The previous day a court order declared it illegal for lawmakers to take over of the legislative functions of the Rivers State House of Assembly by the House of Representatives.",0
475,5311NIG,69568,12/12/2013,2013,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jama’atu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,13,Nigeria,Borno,Konduga,,Ngalbaimari,11.61914,13.65517,1,Xinhua News,At least 25 killed when the military in Borno State engaged a group of Boko Haram members in an armed conflict. The battle occurred late in the evening.,25
475,5312NIG,69569,13/12/2013,2013,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jama’atu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,13,Nigeria,Borno,Maiduguri,,Maiduguri,11.84644,13.16027,1,Associated Press,"Nigerian forces launch an air raid on a Boko Haram encampment outside of Maiduguri, killing ""scores.""",40
475,5313NIG,69570,14/12/2013,2013,2,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ogun,Abeokuta South,,Abeokuta,7.15000,3.35000,3,Vanguard (Lagos),"Violence broke out in Ayetoro, the political headquarters of Yewa North Local Government Area of Ogun State, when at least 10 village heads allegedly beat the Alaye of Ayetoro, a traditional leader and destroyed his traditional beads. It was gathered that, there had been bad blood between the monarch and the aggrieved village heads following the refusal of the monarch to merge two village heads in Saala village. Youths in the city lit bonfires in the streets to protest the attack. The exact date of event is vague.",0
475,5314NIG,69571,14/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Kano,Kano Municipal,,Kano,12.00012,8.51672,1,Vanguard (Lagos),Former employees of Nigeria Airways staged a peaceful afternoon protest over non-payment of entitlements.,0
475,5315NIG,69572,14/12/2013,2013,1,Violence against civilians,Boko Haram - Jama’atu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,Civilians (Nigeria),,7,37,Nigeria,Borno,Gwoza,,Gwoza,11.10359,13.71298,2,Vanguard (Lagos),"At least four people were killed and more than 100 houses burnt down on when members of the Boko Haram, attacked Arboko village behind Gwoza hills in Borno State. The gunmen were said to have launched the attack around 2:30 am and overran the villages before dawn. The village is said to be inhabited by a tiny Christian minority.",4
475,5316NIG,69573,14/12/2013,2013,2,Violence against civilians,Vigilante Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Ogun,Abeokuta South,,Abeokuta,7.15000,3.35000,3,Vanguard (Lagos),"Violence broke out in Ayetoro, the political headquarters of Yewa North Local Government Area of Ogun State, when at least 10 village heads allegedly beat the Alaye of Ayetoro, a traditional leader and destroyed his traditional beads. It was gathered that, there had been bad blood between the monarch and the aggrieved village heads following the refusal of the monarch to merge two village heads in Saala village. Youths in the city lit bonfires in the streets to protest the attack. The exact date of event is vague.",0
475,5317NIG,69574,15/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Lagos,Apapa,,Ijora,6.46125,3.36955,1,Vanguard (Lagos),"Scores of residents of Ijora-Badia protested at the local Police Station after the alleged killing of two youths by policemen in the area. According to eyewitnesses, the two were killed earlier in the day (Sunday) while policemen were attempting to disperse youths who were engaged in a street brawl.",0
475,5318NIG,69575,15/12/2013,2013,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Bayelsa,Sagbama,,Sagbama,5.16330,6.21259,1,Vanguard (Lagos),A civilian is attacked and killed by suspected Fulani herdsmen as he walked along a road at the riverside town of Torfani in Sagbama local government area. The motive for the attack is not known.,1
475,5319NIG,69576,16/12/2013,2013,1,Battle-No change of territory,Police Forces of Nigeria (1999-2015),,1,Unidentified Armed Group (Nigeria),,3,13,Nigeria,Gombe,Gombe,,Gombe,10.28969,11.16729,2,Daily Trust (Abuja),"Unidentified gunmen attack a police checkpoint near the in the Kagarawal area of Gombe, killing two and injuring one. The motive for the midnight hour assault is not known.",2
475,5320NIG,69577,16/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),APC: All Progressives Congress,6,Protesters (Nigeria),Police Forces of Nigeria (1999-2015),6,66,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,This Day (Lagos),"Groups of lawmakers - supporters and detractors of the Rivers State governor, Chibuike Amaechi, gather at the House Assembly building. Those of the anti-Amaechi faction attempt to enter the assembly, despite a recent law forbidding the minority party, an ANC faction, from doing so. Police were present and ""poised to arrest those in violation of the law.""",0
475,5321NIG,69578,16/12/2013,2013,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Labour Party,7,37,Nigeria,Anambra,Awka South,,Awka,6.21010,7.07412,1,Vanguard (Lagos),Masked gunmen kidnap the wife of the Anambra State Chairman of the Labour Party in Awka during the evening hours. It is not known if the abduction was politically motivated.,0
475,5322NIG,69579,17/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Enugu,Enugu East,,Enugu,6.44258,7.50220,1,Vanguard (Lagos),"Students of the University of Nigeria protested against the suspension of the university’s Chairman and Pro-Chancellor, Dr. Emeka Enejere, by the Federal Government. The UNN students divided themselves into 11 groups and marched through the major streets of the Enugu metropolis, displaying various placards. It is not clear why Enejere was dismissed.",0
475,5323NIG,69580,17/12/2013,2013,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Plateau,Barkin Ladi,,Barkin Ladi,9.53333,8.90000,2,Vanguard (Lagos),"Five persons were killed and four others injured by gunmen at Maraba Foron, Heipang District of Barkin Ladi Local Government Area of Plateau. Four of the dead were children with another victim being a member of the community’s vigilance group, though it is not clear who the gunmen specifically targeted.",5
475,5324NIG,69581,18/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),APC: All Progressives Congress,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,This Day (Lagos),"Infighting of the APC leads to a demonstration protest outside the party headquarters in Abuja. The faction members rejected the decision of the party leadership to hand over the structures in the states to the governors, Dr. Musa Kwankwaso (Kano) and Alhaji Murtala Nyako (Adamawa).",0
475,5325NIG,69582,18/12/2013,2013,1,Riots/Protests,Protesters (Nigeria),ASUU: Academic Staff Union of Universities,6,,,0,60,Nigeria,Enugu,Nsukka,,Nsukka,6.85610,7.39270,1,Vanguard (Lagos),"Activities at both the Nsukka and Enugu campuses of the University of Nigeria, UNN, were paralysed as over 1000 members of the university community abandoned their offices and converged on Nsukka campus to protest the suspension of the institutions Pro-Chancellor, Dr. Emeka Enejere by the Federal Government. It is believed the Chancellor prevented some fraudulent activities by the present administration on campus, as was targeted as a political threat to the bureaucracy. The ASUU had a primary role in leading the protest.",0
